PERMNO,date,TICKER,COMNAM,CUSIP,PRC
10421,20131129,SKYW,SKYWEST INC,83087910,16.90000
10421,20131231,SKYW,SKYWEST INC,83087910,14.83000
10421,20140131,SKYW,SKYWEST INC,83087910,13.01000
10421,20140228,SKYW,SKYWEST INC,83087910,12.70000
10421,20140331,SKYW,SKYWEST INC,83087910,12.76000
10421,20140430,SKYW,SKYWEST INC,83087910,11.60000
10421,20140530,SKYW,SKYWEST INC,83087910,11.44000
10421,20140630,SKYW,SKYWEST INC,83087910,12.22000
10421,20140731,SKYW,SKYWEST INC,83087910,10.69000
10421,20140829,SKYW,SKYWEST INC,83087910,8.97000
10421,20140930,SKYW,SKYWEST INC,83087910,7.78000
10421,20141031,SKYW,SKYWEST INC,83087910,11.52000
10421,20141128,SKYW,SKYWEST INC,83087910,12.50000
10421,20141231,SKYW,SKYWEST INC,83087910,13.28000
10421,20150130,SKYW,SKYWEST INC,83087910,12.55000
10421,20150227,SKYW,SKYWEST INC,83087910,14.62000
10421,20150331,SKYW,SKYWEST INC,83087910,14.61000
10421,20150430,SKYW,SKYWEST INC,83087910,13.65000
10421,20150529,SKYW,SKYWEST INC,83087910,14.80000
10421,20150630,SKYW,SKYWEST INC,83087910,15.04000
10421,20150731,SKYW,SKYWEST INC,83087910,16.56000
10421,20150831,SKYW,SKYWEST INC,83087910,15.90000
10421,20150930,SKYW,SKYWEST INC,83087910,16.68000
10421,20151030,SKYW,SKYWEST INC,83087910,19.04000
10421,20151130,SKYW,SKYWEST INC,83087910,20.61000
10421,20151231,SKYW,SKYWEST INC,83087910,19.02000
10421,20160129,SKYW,SKYWEST INC,83087910,15.02000
10421,20160229,SKYW,SKYWEST INC,83087910,18.05000
10421,20160331,SKYW,SKYWEST INC,83087910,19.99000
10421,20160429,SKYW,SKYWEST INC,83087910,23.50000
10421,20160531,SKYW,SKYWEST INC,83087910,23.60000
10421,20160630,SKYW,SKYWEST INC,83087910,26.46000
10421,20160729,SKYW,SKYWEST INC,83087910,28.77000
10421,20160831,SKYW,SKYWEST INC,83087910,28.23000
10421,20160930,SKYW,SKYWEST INC,83087910,26.41000
10421,20161031,SKYW,SKYWEST INC,83087910,30.15000
10421,20161130,SKYW,SKYWEST INC,83087910,36.85000
10421,20161230,SKYW,SKYWEST INC,83087910,36.45000
10421,20170131,SKYW,SKYWEST INC,83087910,35.40000
10421,20170228,SKYW,SKYWEST INC,83087910,35.15000
10421,20170331,SKYW,SKYWEST INC,83087910,34.25000
10421,20170428,SKYW,SKYWEST INC,83087910,37.20000
10421,20170531,SKYW,SKYWEST INC,83087910,34.30000
10421,20170630,SKYW,SKYWEST INC,83087910,35.10000
10421,20170731,SKYW,SKYWEST INC,83087910,36.50000
10421,20170831,SKYW,SKYWEST INC,83087910,34.70000
10421,20170929,SKYW,SKYWEST INC,83087910,43.90000
10421,20171031,SKYW,SKYWEST INC,83087910,47.10000
10421,20171130,SKYW,SKYWEST INC,83087910,52.05000
10421,20171229,SKYW,SKYWEST INC,83087910,53.10000
10421,20180131,SKYW,SKYWEST INC,83087910,55.75000
10421,20180228,SKYW,SKYWEST INC,83087910,54.80000
10421,20180329,SKYW,SKYWEST INC,83087910,54.40000
10421,20180430,SKYW,SKYWEST INC,83087910,56.90000
10421,20180531,SKYW,SKYWEST INC,83087910,57.00000
10421,20180629,SKYW,SKYWEST INC,83087910,51.90000
10421,20180731,SKYW,SKYWEST INC,83087910,59.90000
10421,20180831,SKYW,SKYWEST INC,83087910,65.30000
10421,20180928,SKYW,SKYWEST INC,83087910,58.90000
10421,20181031,SKYW,SKYWEST INC,83087910,57.29000
10421,20181130,SKYW,SKYWEST INC,83087910,57.68000
10421,20181231,SKYW,SKYWEST INC,83087910,44.47000
10421,20190131,SKYW,SKYWEST INC,83087910,50.95000
10421,20190228,SKYW,SKYWEST INC,83087910,54.04000
10421,20190329,SKYW,SKYWEST INC,83087910,54.29000
10421,20190430,SKYW,SKYWEST INC,83087910,61.59000
10421,20190531,SKYW,SKYWEST INC,83087910,58.72000
10421,20190628,SKYW,SKYWEST INC,83087910,60.67000
10421,20190731,SKYW,SKYWEST INC,83087910,60.71000
10421,20190830,SKYW,SKYWEST INC,83087910,57.26000
10421,20190930,SKYW,SKYWEST INC,83087910,57.40000
10421,20191031,SKYW,SKYWEST INC,83087910,59.55000
10421,20191129,SKYW,SKYWEST INC,83087910,62.64000
10421,20191231,SKYW,SKYWEST INC,83087910,64.63000
10421,20200131,SKYW,SKYWEST INC,83087910,55.17000
10421,20200228,SKYW,SKYWEST INC,83087910,45.40000
10421,20200331,SKYW,SKYWEST INC,83087910,26.19000
10421,20200430,SKYW,SKYWEST INC,83087910,30.95000
10421,20200529,SKYW,SKYWEST INC,83087910,32.07000
10421,20200630,SKYW,SKYWEST INC,83087910,32.62000
10421,20200731,SKYW,SKYWEST INC,83087910,26.31000
10421,20200831,SKYW,SKYWEST INC,83087910,33.65000
10421,20200930,SKYW,SKYWEST INC,83087910,29.86000
10421,20201030,SKYW,SKYWEST INC,83087910,29.03000
10421,20201130,SKYW,SKYWEST INC,83087910,42.93000
10421,20201231,SKYW,SKYWEST INC,83087910,40.31000
10421,20210129,SKYW,SKYWEST INC,83087910,38.99000
10421,20210226,SKYW,SKYWEST INC,83087910,56.37000
10421,20210331,SKYW,SKYWEST INC,83087910,54.48000
10421,20210430,SKYW,SKYWEST INC,83087910,49.66000
10421,20210528,SKYW,SKYWEST INC,83087910,49.03000
10421,20210630,SKYW,SKYWEST INC,83087910,43.07000
10421,20210730,SKYW,SKYWEST INC,83087910,40.49000
10421,20210831,SKYW,SKYWEST INC,83087910,46.65000
10421,20210930,SKYW,SKYWEST INC,83087910,49.34000
10421,20211029,SKYW,SKYWEST INC,83087910,43.03000
10421,20211130,SKYW,SKYWEST INC,83087910,39.17000
10421,20211231,SKYW,SKYWEST INC,83087910,39.30000
10421,20220131,SKYW,SKYWEST INC,83087910,38.15000
10421,20220228,SKYW,SKYWEST INC,83087910,28.11000
10421,20220331,SKYW,SKYWEST INC,83087910,28.85000
11162,20100129,MESA,MESA AIR GROUP INC NEV,59047910,
12796,20110429,,,84857710,
12796,20110531,SAVE,SPIRIT AIRLINES INC,84857710,11.80000
12796,20110630,SAVE,SPIRIT AIRLINES INC,84857710,11.99000
12796,20110729,SAVE,SPIRIT AIRLINES INC,84857710,13.10000
12796,20110831,SAVE,SPIRIT AIRLINES INC,84857710,12.08000
12796,20110930,SAVE,SPIRIT AIRLINES INC,84857710,12.50000
12796,20111031,SAVE,SPIRIT AIRLINES INC,84857710,16.46000
12796,20111130,SAVE,SPIRIT AIRLINES INC,84857710,16.13000
12796,20111230,SAVE,SPIRIT AIRLINES INC,84857710,15.60000
12796,20120131,SAVE,SPIRIT AIRLINES INC,84857710,16.79000
12796,20120229,SAVE,SPIRIT AIRLINES INC,84857710,19.53000
12796,20120330,SAVE,SPIRIT AIRLINES INC,84857710,20.07000
12796,20120430,SAVE,SPIRIT AIRLINES INC,84857710,24.02000
12796,20120531,SAVE,SPIRIT AIRLINES INC,84857710,20.61000
12796,20120629,SAVE,SPIRIT AIRLINES INC,84857710,19.46000
12796,20120731,SAVE,SPIRIT AIRLINES INC,84857710,21.51000
12796,20120831,SAVE,SPIRIT AIRLINES INC,84857710,19.55000
12796,20120928,SAVE,SPIRIT AIRLINES INC,84857710,17.08000
12796,20121031,SAVE,SPIRIT AIRLINES INC,84857710,17.68000
12796,20121130,SAVE,SPIRIT AIRLINES INC,84857710,16.78000
12796,20121231,SAVE,SPIRIT AIRLINES INC,84857710,17.73050
12796,20130131,SAVE,SPIRIT AIRLINES INC,84857710,19.39000
12796,20130228,SAVE,SPIRIT AIRLINES INC,84857710,20.25000
12796,20130328,SAVE,SPIRIT AIRLINES INC,84857710,25.36000
12796,20130430,SAVE,SPIRIT AIRLINES INC,84857710,26.70000
12796,20130531,SAVE,SPIRIT AIRLINES INC,84857710,30.43000
12796,20130628,SAVE,SPIRIT AIRLINES INC,84857710,31.72000
12796,20130731,SAVE,SPIRIT AIRLINES INC,84857710,33.05000
12796,20130830,SAVE,SPIRIT AIRLINES INC,84857710,31.17000
12796,20130930,SAVE,SPIRIT AIRLINES INC,84857710,34.27000
12796,20131031,SAVE,SPIRIT AIRLINES INC,84857710,43.15000
12796,20131129,SAVE,SPIRIT AIRLINES INC,84857710,45.87000
12796,20131231,SAVE,SPIRIT AIRLINES INC,84857710,45.41000
12796,20140131,SAVE,SPIRIT AIRLINES INC,84857710,46.90000
12796,20140228,SAVE,SPIRIT AIRLINES INC,84857710,56.48000
12796,20140331,SAVE,SPIRIT AIRLINES INC,84857710,59.40000
12796,20140430,SAVE,SPIRIT AIRLINES INC,84857710,56.84000
12796,20140530,SAVE,SPIRIT AIRLINES INC,84857710,59.07500
12796,20140630,SAVE,SPIRIT AIRLINES INC,84857710,63.24000
12796,20140731,SAVE,SPIRIT AIRLINES INC,84857710,65.42000
12796,20140829,SAVE,SPIRIT AIRLINES INC,84857710,70.39000
12796,20140930,SAVE,SPIRIT AIRLINES INC,84857710,69.14000
12796,20141031,SAVE,SPIRIT AIRLINES INC,84857710,73.11000
12796,20141128,SAVE,SPIRIT AIRLINES INC,84857710,82.69000
12796,20141231,SAVE,SPIRIT AIRLINES INC,84857710,75.58000
12796,20150130,SAVE,SPIRIT AIRLINES INC,84857710,74.14000
12796,20150227,SAVE,SPIRIT AIRLINES INC,84857710,77.78000
12796,20150331,SAVE,SPIRIT AIRLINES INC,84857710,77.36000
12796,20150430,SAVE,SPIRIT AIRLINES INC,84857710,68.47000
12796,20150529,SAVE,SPIRIT AIRLINES INC,84857710,63.57000
12796,20150630,SAVE,SPIRIT AIRLINES INC,84857710,62.10000
12796,20150731,SAVE,SPIRIT AIRLINES INC,84857710,59.82000
12796,20150831,SAVE,SPIRIT AIRLINES INC,84857710,51.25000
12796,20150930,SAVE,SPIRIT AIRLINES INC,84857710,47.30000
12796,20151030,SAVE,SPIRIT AIRLINES INC,84857710,37.12000
12796,20151130,SAVE,SPIRIT AIRLINES INC,84857710,36.77000
12796,20151231,SAVE,SPIRIT AIRLINES INC,84857710,39.85000
12796,20160129,SAVE,SPIRIT AIRLINES INC,84857710,41.80000
12796,20160229,SAVE,SPIRIT AIRLINES INC,84857710,47.75000
12796,20160331,SAVE,SPIRIT AIRLINES INC,84857710,47.98000
12796,20160429,SAVE,SPIRIT AIRLINES INC,84857710,43.93000
12796,20160531,SAVE,SPIRIT AIRLINES INC,84857710,43.47000
12796,20160630,SAVE,SPIRIT AIRLINES INC,84857710,44.87000
12796,20160729,SAVE,SPIRIT AIRLINES INC,84857710,42.75000
12796,20160831,SAVE,SPIRIT AIRLINES INC,84857710,39.99000
12796,20160930,SAVE,SPIRIT AIRLINES INC,84857710,42.53000
12796,20161031,SAVE,SPIRIT AIRLINES INC,84857710,47.93000
12796,20161130,SAVE,SPIRIT AIRLINES INC,84857710,55.60000
12796,20161230,SAVE,SPIRIT AIRLINES INC,84857710,57.86000
12796,20170131,SAVE,SPIRIT AIRLINES INC,84857710,54.04000
12796,20170228,SAVE,SPIRIT AIRLINES INC,84857710,52.21000
12796,20170331,SAVE,SPIRIT AIRLINES INC,84857710,53.07000
12796,20170428,SAVE,SPIRIT AIRLINES INC,84857710,57.27000
12796,20170531,SAVE,SPIRIT AIRLINES INC,84857710,53.10000
12796,20170630,SAVE,SPIRIT AIRLINES INC,84857710,51.65000
12796,20170731,SAVE,SPIRIT AIRLINES INC,84857710,38.85000
12796,20170831,SAVE,SPIRIT AIRLINES INC,84857710,34.05000
12796,20170929,SAVE,SPIRIT AIRLINES INC,84857710,33.41000
12796,20171031,SAVE,SPIRIT AIRLINES INC,84857710,37.09000
12796,20171130,SAVE,SPIRIT AIRLINES INC,84857710,42.63000
12796,20171229,SAVE,SPIRIT AIRLINES INC,84857710,44.85000
12796,20180131,SAVE,SPIRIT AIRLINES INC,84857710,42.12000
12796,20180228,SAVE,SPIRIT AIRLINES INC,84857710,39.84000
12796,20180329,SAVE,SPIRIT AIRLINES INC,84857710,37.78000
12796,20180430,SAVE,SPIRIT AIRLINES INC,84857710,35.72000
12796,20180531,SAVE,SPIRIT AIRLINES INC,84857710,36.69000
12796,20180629,SAVE,SPIRIT AIRLINES INC,84857710,36.35000
12796,20180731,SAVE,SPIRIT AIRLINES INC,84857710,43.44000
12796,20180831,SAVE,SPIRIT AIRLINES INC,84857710,47.52000
12796,20180928,SAVE,SPIRIT AIRLINES INC,84857710,46.97000
12796,20181031,SAVE,SPIRIT AIRLINES INC,84857710,51.90000
12796,20181130,SAVE,SPIRIT AIRLINES INC,84857710,64.12000
12796,20181231,SAVE,SPIRIT AIRLINES INC,84857710,57.92000
12796,20190131,SAVE,SPIRIT AIRLINES INC,84857710,58.82000
12796,20190228,SAVE,SPIRIT AIRLINES INC,84857710,56.25000
12796,20190329,SAVE,SPIRIT AIRLINES INC,84857710,52.86000
12796,20190430,SAVE,SPIRIT AIRLINES INC,84857710,54.38000
12796,20190531,SAVE,SPIRIT AIRLINES INC,84857710,46.08000
12796,20190628,SAVE,SPIRIT AIRLINES INC,84857710,47.73000
12796,20190731,SAVE,SPIRIT AIRLINES INC,84857710,42.43000
12796,20190830,SAVE,SPIRIT AIRLINES INC,84857710,37.54000
12796,20190930,SAVE,SPIRIT AIRLINES INC,84857710,36.30000
12796,20191031,SAVE,SPIRIT AIRLINES INC,84857710,37.56000
12796,20191129,SAVE,SPIRIT AIRLINES INC,84857710,39.07000
12796,20191231,SAVE,SPIRIT AIRLINES INC,84857710,40.31000
12796,20200131,SAVE,SPIRIT AIRLINES INC,84857710,41.07000
12796,20200228,SAVE,SPIRIT AIRLINES INC,84857710,28.45000
12796,20200331,SAVE,SPIRIT AIRLINES INC,84857710,12.89000
12796,20200430,SAVE,SPIRIT AIRLINES INC,84857710,15.02000
12796,20200529,SAVE,SPIRIT AIRLINES INC,84857710,12.95000
12796,20200630,SAVE,SPIRIT AIRLINES INC,84857710,17.80000
12796,20200731,SAVE,SPIRIT AIRLINES INC,84857710,15.81000
12796,20200831,SAVE,SPIRIT AIRLINES INC,84857710,17.88000
12796,20200930,SAVE,SPIRIT AIRLINES INC,84857710,16.10000
12796,20201030,SAVE,SPIRIT AIRLINES INC,84857710,17.57000
12796,20201130,SAVE,SPIRIT AIRLINES INC,84857710,22.63000
12796,20201231,SAVE,SPIRIT AIRLINES INC,84857710,24.45000
12796,20210129,SAVE,SPIRIT AIRLINES INC,84857710,25.94000
12796,20210226,SAVE,SPIRIT AIRLINES INC,84857710,35.88000
12796,20210331,SAVE,SPIRIT AIRLINES INC,84857710,36.90000
12796,20210430,SAVE,SPIRIT AIRLINES INC,84857710,35.82000
12796,20210528,SAVE,SPIRIT AIRLINES INC,84857710,35.71000
12796,20210630,SAVE,SPIRIT AIRLINES INC,84857710,30.44000
12796,20210730,SAVE,SPIRIT AIRLINES INC,84857710,26.98000
12796,20210831,SAVE,SPIRIT AIRLINES INC,84857710,24.53000
12796,20210930,SAVE,SPIRIT AIRLINES INC,84857710,25.94000
12796,20211029,SAVE,SPIRIT AIRLINES INC,84857710,21.85000
12796,20211130,SAVE,SPIRIT AIRLINES INC,84857710,20.91000
12796,20211231,SAVE,SPIRIT AIRLINES INC,84857710,21.85000
12796,20220131,SAVE,SPIRIT AIRLINES INC,84857710,21.47000
12796,20220228,SAVE,SPIRIT AIRLINES INC,84857710,25.08000
12796,20220331,SAVE,SPIRIT AIRLINES INC,84857710,21.87000
14132,20130830,,,21240E10,
14132,20130930,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,14.50000
14132,20131031,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,13.56000
14132,20131129,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,14.14000
14132,20131231,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,13.55000
14132,20140131,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,11.64000
14132,20140228,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,9.28000
14132,20140331,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.30000
14132,20140430,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,7.12000
14132,20140530,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.80000
14132,20140630,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,9.00000
14132,20140731,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.61000
14132,20140829,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.80000
14132,20140930,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.68000
14132,20141031,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.25000
14132,20141128,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.04000
14132,20141231,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,9.02000
14132,20150130,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,9.15000
14132,20150227,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,10.05000
14132,20150331,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,11.14000
14132,20150430,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,12.42000
14132,20150529,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,11.93000
14132,20150630,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,11.94000
14132,20150731,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,13.82000
14132,20150831,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,13.34000
14132,20150930,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,14.92000
14132,20151030,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,16.99000
14132,20151130,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,17.69000
14132,20151231,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,17.16000
14132,20160129,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,16.94000
14132,20160229,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,19.56000
14132,20160331,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,21.07000
14132,20160429,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,20.88000
14132,20160531,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,19.31000
14132,20160630,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,18.69000
14132,20160729,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,18.10000
14132,20160831,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,17.79000
14132,20160930,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,17.39000
14132,20161031,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,19.11000
14132,20161130,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,14.65000
14132,20161230,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,15.04000
14132,20170131,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,13.57000
14132,20170228,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,12.12000
14132,20170331,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,13.94000
14132,20170428,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,12.61000
14132,20170531,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,13.05000
14132,20170630,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,14.55000
14132,20170731,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,13.70000
14132,20170831,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,12.61000
14132,20170929,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,11.87000
14132,20171031,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,10.23000
14132,20171130,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,9.15000
14132,20171229,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.02000
14132,20180131,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.48000
14132,20180228,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.92000
14132,20180329,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.15000
14132,20180430,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,6.24000
14132,20180531,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,5.17000
14132,20180629,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,5.08000
14132,20180731,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,7.37000
14132,20180831,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,7.29000
14132,20180928,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,7.46000
14132,20181031,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,6.15000
14132,20181130,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,6.38000
14132,20181231,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,5.35000
14132,20190131,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,7.49000
14132,20190228,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.58000
14132,20190329,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.52000
14132,20190430,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,9.17000
14132,20190531,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.43000
14132,20190628,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,9.38000
14132,20190731,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,9.79000
14132,20190830,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.89000
14132,20190930,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,10.01000
14132,20191031,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,10.84000
14132,20191129,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,10.45000
14132,20191231,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,10.42000
14132,20200131,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,12.99000
14132,20200228,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,10.05000
14132,20200331,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,3.43000
14132,20200430,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,4.91000
14132,20200529,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,5.00000
14132,20200630,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,5.28000
14132,20200731,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,5.53000
14132,20200831,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,8.08000
14132,20200930,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,7.21000
14132,20201030,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,7.88000
14132,20201130,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,10.46000
14132,20201231,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,12.42000
14132,20210129,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,11.28000
14132,20210226,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,14.88000
14132,20210331,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,14.26000
14132,20210430,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,16.27000
14132,20210528,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,17.25000
14132,20210630,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,19.21000
14132,20210730,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,22.08000
14132,20210831,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,19.87000
14132,20210930,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,21.81000
14132,20211029,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,18.10000
14132,20211130,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,14.82000
14132,20211231,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,17.97000
14132,20220131,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,17.83000
14132,20220228,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,19.09000
14132,20220331,VLRS,CONTROLADORA VUELA COMP DE AVIA,21240E10,18.19000
18051,20180731,,,59047913,
18051,20180831,MESA,MESA AIR GROUP INC NEV,59047913,13.79000
18051,20180928,MESA,MESA AIR GROUP INC NEV,59047913,13.86000
18051,20181031,MESA,MESA AIR GROUP INC NEV,59047913,14.45000
18051,20181130,MESA,MESA AIR GROUP INC NEV,59047913,12.08000
18051,20181231,MESA,MESA AIR GROUP INC NEV,59047913,7.71000
18051,20190131,MESA,MESA AIR GROUP INC NEV,59047913,8.75000
18051,20190228,MESA,MESA AIR GROUP INC NEV,59047913,10.07000
18051,20190329,MESA,MESA AIR GROUP INC NEV,59047913,8.34000
18051,20190430,MESA,MESA AIR GROUP INC NEV,59047913,9.14000
18051,20190531,MESA,MESA AIR GROUP INC NEV,59047913,9.12000
18051,20190628,MESA,MESA AIR GROUP INC NEV,59047913,9.14000
18051,20190731,MESA,MESA AIR GROUP INC NEV,59047913,10.24000
18051,20190830,MESA,MESA AIR GROUP INC NEV,59047913,6.46000
18051,20190930,MESA,MESA AIR GROUP INC NEV,59047913,6.74500
18051,20191031,MESA,MESA AIR GROUP INC NEV,59047913,7.62000
18051,20191129,MESA,MESA AIR GROUP INC NEV,59047913,7.27000
18051,20191231,MESA,MESA AIR GROUP INC NEV,59047913,8.94000
18051,20200131,MESA,MESA AIR GROUP INC NEV,59047913,8.54000
18051,20200228,MESA,MESA AIR GROUP INC NEV,59047913,5.77000
18051,20200331,MESA,MESA AIR GROUP INC NEV,59047913,3.29000
18051,20200430,MESA,MESA AIR GROUP INC NEV,59047913,4.54500
18051,20200529,MESA,MESA AIR GROUP INC NEV,59047913,3.25000
18051,20200630,MESA,MESA AIR GROUP INC NEV,59047913,3.44000
18051,20200731,MESA,MESA AIR GROUP INC NEV,59047913,3.10000
18051,20200831,MESA,MESA AIR GROUP INC NEV,59047913,3.66000
18051,20200930,MESA,MESA AIR GROUP INC NEV,59047913,2.95000
18051,20201030,MESA,MESA AIR GROUP INC NEV,59047913,3.16000
18051,20201130,MESA,MESA AIR GROUP INC NEV,59047913,6.38000
18051,20201231,MESA,MESA AIR GROUP INC NEV,59047913,6.69000
18051,20210129,MESA,MESA AIR GROUP INC NEV,59047913,6.53000
18051,20210226,MESA,MESA AIR GROUP INC NEV,59047913,12.20000
18051,20210331,MESA,MESA AIR GROUP INC NEV,59047913,13.45000
18051,20210430,MESA,MESA AIR GROUP INC NEV,59047913,11.26000
18051,20210528,MESA,MESA AIR GROUP INC NEV,59047913,9.72000
18051,20210630,MESA,MESA AIR GROUP INC NEV,59047913,9.33000
18051,20210730,MESA,MESA AIR GROUP INC NEV,59047913,8.92000
18051,20210831,MESA,MESA AIR GROUP INC NEV,59047913,7.98000
18051,20210930,MESA,MESA AIR GROUP INC NEV,59047913,7.66000
18051,20211029,MESA,MESA AIR GROUP INC NEV,59047913,7.54000
18051,20211130,MESA,MESA AIR GROUP INC NEV,59047913,7.06000
18051,20211231,MESA,MESA AIR GROUP INC NEV,59047913,5.60000
18051,20220131,MESA,MESA AIR GROUP INC NEV,59047913,5.00000
18051,20220228,MESA,MESA AIR GROUP INC NEV,59047913,4.35000
18051,20220331,MESA,MESA AIR GROUP INC NEV,59047913,4.40000
20652,20210226,,,86668310,
